Student_ID,Study_Effort,Attendance,Prior_Ability,Motivation,Stress,Sleep_Quality,Peer_Support,Time_Management,Digital_Distraction,Teaching_Effectiveness,Academic_Performance
S0032,0.9278417276763407,0.5497699111346893,0.5637035320413744,0.5812627381499228,0.19507912995732385,0.8256073705060276,0.5562752978711543,0.5602183374566008,0.8003905930377191,0.691253296927548,0.5925599939774624
S0033,0.6479754162893099,0.7979067747126335,0.7666900877098707,0.7480263068831702,0.24279232742048357,0.7523400877499674,0.6953749544193936,0.7151375993628787,0.782271372349125,0.7787014020765353,0.632504759554455
S0034,0.491343360656615,0.8276635127643289,0.7707658222833277,0.5326558948617981,0.0,0.7253808940103034,0.48638767046716047,0.4926513591584836,0.6570691206020566,0.5784267900750589,0.5708748133753113
S0035,0.7733817368154784,0.6920176245240751,0.8484293870498432,0.6888476332384397,0.3043114522051043,0.7502027937639177,0.40597601348279866,0.880803394354271,0.43467724386775747,0.7164777957461166,0.6650062902255758
S0036,0.4668734525043467,0.9388784115948039,1.0,0.7470308751204048,0.6222065735494186,0.9852106660815432,0.6304005742573022,0.8235904516356836,0.8970760790520587,0.7674368703179196,0.6252331726315357
S0037,0.6813295392507134,0.6029081204397191,0.7549382354050274,0.6286176198713354,0.5430503728347068,0.9559132853050558,0.7493815226922755,0.40428700024925496,0.18939294443203586,0.723962796863164,0.619443208835734
S0038,0.3560494814180337,0.5742750143748216,0.6287450924009501,0.7055695656494857,0.4101276126686177,0.5538598519795387,0.3657539842225081,0.5001443135227019,0.21928827408726748,0.8816329493266795,0.49263869999685755
S0039,0.45077209266523544,0.7769342182271967,0.6964195962931208,0.5355901152073081,0.44598594893075044,0.8773438989935614,0.7430348597458976,0.29713341332575754,0.4832433800221871,0.8128827328885263,0.5542099617229449
S0040,0.6795291853803686,0.8756517963134586,0.45232937331552336,0.6490083080455931,0.326000602336427,0.7036435465662461,0.7425959305607489,0.5226112956177801,0.9508076217842238,0.7191023043911103,0.5556170164022687
S0041,0.7607699869993116,0.9520713229749442,0.6027401616475319,0.7715324254383834,0.48685659883232113,0.719873414259285,0.7631127653234941,0.7549582714858599,0.4595322186259825,0.7460026916997208,0.6760233088263229
S0042,0.6757052421784956,0.6949338884557272,0.6427004586641654,0.7035459441452652,0.5878580903065107,0.41308208356993403,0.802772032230753,0.5779157586587715,0.46335095135814364,0.7554798661778399,0.5554424318027088
S0043,0.632652757641764,0.8794417000117555,0.626627624289157,0.5920203095654097,0.15914037826611493,0.6261459928456525,0.9503020886989424,0.7091195865423952,0.21161792877763813,0.7683959525000188,0.6725971516049652
S0044,0.6048344456616067,0.7453789836599152,0.721329682084721,0.713632460643619,0.5039365838107227,0.5362046973528809,0.5665861927071417,0.4116498522577384,0.6891859170540757,0.500921040520247,0.5131592324735317
S0045,0.4282217014448859,0.7292847240071016,0.5848612094664919,0.7871914685954927,0.6178382767718401,0.7659282340850633,0.6364357370116787,0.7596962881872859,0.6906352508658707,0.6838168445076783,0.503294454797616
S0046,0.5420233687407937,0.8560391924984007,0.856944293425426,0.37250880821337834,0.3752819479865935,0.7999512700563928,0.5575342350127962,0.5567336158107475,0.657815040279982,0.5418673118167888,0.559091757421868
S0047,0.5809041843560319,0.8282787454096103,0.7000289890885476,0.8538611097433847,0.576126110181705,0.3595719108577164,0.6202965267133717,0.6418254523424358,0.3741558654305275,0.8733937136951384,0.5926467183554033
S0048,0.8085683339328373,0.5608329411618901,0.698697955040594,0.6295617891978392,0.9566378000050595,0.6469151190394021,0.8499310033454468,0.6260688247910421,0.35865864632539884,0.7126980575996487,0.560301208329144
S0049,0.7015427434352692,0.9271848419671075,0.6540947396881914,0.7438234899860345,0.4312182972623595,0.8070606106711953,0.4182478274103997,0.44926772186615743,0.2413755499190059,0.6967990860384452,0.6598215766207264
S0050,0.38554397669558993,0.9156109624976942,0.721726695740257,0.8595870385467842,0.5207952690009583,0.6238649452761177,0.4908425491751637,0.4670373502390327,0.5167745003521867,0.8276156798439882,0.5630109754365591
S0051,0.6986125954092193,0.6749324758188565,0.8155137570534688,0.47424894541543017,0.3171497249409495,0.7520689103003311,0.8265771404756842,0.7851691703505139,0.2839185341442997,0.7706789756939849,0.6521468803478561
S0052,0.5922376579375526,0.7974964240124891,0.578601769800474,0.5735838496358681,0.4826252092683691,0.6991631654677918,0.7730054760353134,0.6998488236252544,0.2645166989501423,0.5845638582744951,0.5790085762559498
S0053,0.5484616999541062,0.8092836223539287,0.607863691529464,0.6367176956186443,0.5328488924968147,0.6978324324733677,0.5655302529774383,0.797507356233014,0.4152618566178648,0.7114913564967157,0.5680966571966592
S0054,0.7417514433261302,0.7812808518988689,0.6574783559712669,0.5624369718313358,0.48507162124862485,0.6120159030704384,0.748160300168108,0.6886987353253777,0.4021687649631568,0.6797799632128338,0.6088579815719534
S0055,0.8046499283743926,0.6839633815385496,0.5115780707137498,0.9402404863755214,0.2664548424524058,0.47967868742100067,0.671182376373805,0.6614485952213824,0.39240429423560896,0.5106560533672735,0.608495026635708
S0056,0.7896920178674298,0.6694051958474339,0.5853038996389902,0.5514841859259811,0.48714511883858114,0.49298577936049615,0.8450411913501482,0.38109840719998506,0.5932889193680523,0.6371668520115354,0.5405268864188374
S0057,0.5241173715166043,0.7469335114810266,0.6333290777037477,0.5966679830769701,0.7131952689691746,0.7493093520237445,0.6311764390740159,0.5994449954858245,0.5158095604300559,0.6979751613580241,0.5184412452648614
S0058,0.6036181436223178,0.8907274823111238,0.8224144852997818,0.7106583547404466,0.530754437612615,0.6527241557726436,0.7738448170808874,0.6358923519394384,0.44236879389777645,0.7062058882209789,0.6325455803361555
S0059,0.6996895147105346,0.8152320185513319,0.7367585860602694,0.49967757108858674,0.6231576940329314,0.6306082857549885,1.0,0.9329660797408861,0.5366025856622965,0.542132229158723,0.5963966549146918
S0060,0.7963317690683539,0.7055262801496673,0.7271025875914562,0.6206478932365604,0.407337845397727,0.5906553940748707,0.7097148732571199,0.7430434948148016,0.30169459177907354,0.858199869965697,0.6579385768493691
S0061,0.5781238643232065,0.8426038452778014,0.819125714703516,0.7276179891875263,0.5849820430962679,0.6072735616326947,0.6273992248692265,0.8704091772564293,0.5210557247819356,0.7077476329330273,0.6044711540356765
S0062,0.6221511535004275,0.40817488552439096,0.6807679496240844,0.6300709393426234,0.5002682108789747,0.7965676512283395,0.7283670477831469,0.7296306558842093,0.5301204985689267,0.7245063691992675,0.5242634681391984
S0063,0.48404975389909577,0.8878518840446524,0.7546650789900445,0.6659919711650079,0.2788360686562983,0.6030658285384762,0.5652078712694173,0.5333045159575781,0.19939062812850383,0.7680769966007803,0.6225990064455071
S0064,0.47056900638789945,0.541234346546628,0.6855489545894505,0.6006001831327444,0.5073337808637974,0.46225094013778034,0.9781951558287099,0.6575686324224778,0.6991387508740724,0.6254308495315595,0.45869059761369885
S0065,0.7718788733591297,0.7065070870316241,0.7371507289159479,0.452829453622885,0.27149460058074415,0.7541112485756243,0.6470106556543972,0.675433546939635,0.3237132589546009,0.7747627167759236,0.6496155111571097
S0066,0.8534360042856235,0.6156396126448628,0.6184137879343785,0.7282389817008859,0.33608155052073746,0.6213172670589396,0.579060001966173,0.4991266645343978,0.518061959841287,0.675951042477818,0.6002947032031257
S0067,0.6391984817629499,0.5946382229134913,0.3585655978412999,0.9432399607470863,0.4840790953126274,0.6543954211745887,0.4946466492469946,0.5823418935110618,0.7328823481070541,0.612409735122337,0.48566989919996667
S0068,0.8005299346838036,0.8892992144854224,0.6812009172939174,0.6827602446175157,0.5035039692084223,0.8750609628959315,0.7845830287409657,0.6091349509484242,0.6851353515427738,0.7888136992026479,0.6656579217430824
S0069,0.7042454037571452,0.693875855842573,0.8991847390539915,0.7137896175871324,0.23593815628611678,0.647121521970929,0.7500781119241609,0.8808429748847677,0.5068666777137671,0.899000863056217,0.6829710041677856
S0070,0.5532320368092314,0.7915804658076859,0.8296701563138229,0.7839084132675289,0.6397174388129176,0.6904857142366215,0.545396844287886,0.32788892119135327,0.4275001994235863,0.8069795248182998,0.5861545154934751
S0071,0.7042093408262621,0.744369530534498,0.8351556478427639,0.4896004255179952,0.5529611300940851,0.48495071121823446,0.7064677017683634,0.8208727631074064,0.6895023817151135,0.8307573078168516,0.5828511050080566
S0072,0.8807054849698954,0.8072448992667746,0.8730583010528705,0.9353771987194408,0.32314888159004096,0.6192462766708656,0.3937166047680716,0.49948071475609257,0.634938995561724,0.6575243272125241,0.6826499547750742
S0073,0.6446260941335072,0.7592186269272306,0.7124120627346012,0.7103493194634204,0.17323473663914846,0.7353336463292042,0.6477455862609734,0.4341881219095579,0.37632699599117403,0.5282856324997852,0.6163994303037483
S0074,0.884696548372101,0.5960409330973717,0.7276241990367833,0.9247785348633664,0.4239171757653424,0.43224767726222607,0.6879134528115042,0.8169913195057696,0.3410212705996619,0.8988165026519809,0.6738616190251377
S0075,0.2570382343865384,0.8695520183336568,0.6135287346391909,0.5700450506714017,0.3697301315049912,0.6781183130361994,0.8760994714338834,0.7497847103851571,0.08552896366080032,0.9665417867285712,0.5874380870772348
S0076,0.7732853756562836,0.6907492100206425,0.655749800156213,0.9527092883836737,0.4703652822695441,0.6641107501702729,0.5043771795906966,0.8281778053571784,0.5308063683367175,0.9051368128523618,0.6485399252690298
S0077,0.6630570602357257,0.5632101721608299,0.7862079609679598,0.7962733241052176,0.38463900099199805,0.6557802437822415,0.42824710567965135,0.7601052921318365,0.4834604509963203,0.67970568732243,0.5821210938490227
S0078,0.6051488974301199,0.6986261806840905,0.8685438212036343,0.7629560128778539,0.08865776506589823,0.795202245812154,0.48568580586124377,0.9489767502606103,0.7272382749285085,0.5814438793525387,0.6253977712858
S0079,0.6637641164803254,0.9300911748761174,0.68047752140466,0.7151036681529722,0.3800975511057915,0.696821392078793,0.419514724952762,0.7238085755416728,0.5718110186960733,0.592118076261652,0.6164105139998809
S0080,0.3518646628098661,0.8520266090536192,0.6369735029208023,0.6427207072888327,0.39498856000770366,0.8569300657699022,0.8204986036638474,0.6165283935815262,0.766845838834538,0.5179520918863141,0.5113457094238602
S0081,0.6170492168243732,0.7081617438710569,0.7000739142399236,0.860079748771081,0.5640589844593306,0.510897467816835,0.8522958942536054,0.6914389565982014,0.36052715441676586,0.7071145657907946,0.593443047009145
S0082,0.703566885726762,0.7080890754817886,0.784168944850076,0.7010539804772071,0.32432405857001106,0.6690294394105687,0.6680324866923243,0.8265203692518945,0.7276300661935237,0.9126813549698944,0.6329435860621841
S0083,0.8716841067112274,0.7114037938539141,0.4978603257413041,0.38493954446192724,0.7521614412070619,0.6618253500945926,0.8031942418527722,0.5230937012109824,0.39421672417906894,0.7030004841753308,0.5615339527975449
S0084,0.5722594672589529,0.9992097580273009,0.3785346665607866,0.5124220307439497,0.10590470088268372,0.5003043708742888,0.6400937570870353,0.5422167126202929,0.6555192123584545,0.756278748041793,0.5595606655315721
S0085,0.5287259595660219,0.7958322542677864,0.6229248410711783,0.6521231371710879,0.6860101496044724,0.7838813002927885,0.6057332528448851,0.5936559978103139,0.2082483214938613,0.8850716357165049,0.5874378896467043
S0086,0.5747364434623196,0.8016049976629284,0.5291002603720177,0.7264998474748333,0.4096225852419412,0.9754542628193945,0.5700443571419358,0.3243125801852002,0.5470270598732377,0.671508562580112,0.5697692990962413
S0087,0.7873103176553111,0.873634014483821,0.6288603723293764,0.6715117266650157,0.6047252770218401,0.6476191495722636,0.5734413512933652,0.6607117612626321,0.10306241171081798,0.9642637748063514,0.6851517900188956
S0088,0.6993126664489527,0.7786546990831816,0.679310755365554,0.8628456184690495,0.464364267130572,0.7207029523583274,0.3878297665536453,0.3570806944073461,0.44657250281164906,0.9590513288996944,0.6328675557602421
S0089,0.5705359694349442,0.7189149425015157,0.636545222736778,0.38733472039420636,0.6551199964845844,0.6618325866141458,0.6596382145411008,0.6479588969398928,0.5880707987755827,0.7042666393583421,0.49830293495425826
S0090,0.7269901149670034,0.7264380181098026,0.9033454548259043,0.701538190475774,0.38027484638049397,0.5500981462129954,0.6139499134678934,0.7697934634202874,0.39580628975378085,0.6506958883176944,0.6443492283192249
S0091,0.6645616324022061,0.7414078488703123,0.7457442670443247,0.40730311619192683,0.2522483234679938,0.3950935611077177,0.7318041086116813,0.5684685309034246,0.2899124742488065,0.8036685655668375,0.5976876944219862
S0092,0.7952967485799334,0.745533331618819,0.7420664103455159,0.7939568443226253,0.7056907717087914,0.5511917123666489,0.6340285244657915,0.8915673805280306,0.6692236938591868,0.678297006897737,0.6003737200721688
S0093,0.5446920359183972,0.8373155452364376,0.7871090001660762,0.6658311928336996,0.4295734837412146,0.4551258266667576,0.5955944447646362,0.4209248650872268,0.4793074420306153,0.5812133739519196,0.551857380312446
S0094,0.6008506780103348,0.7562335062968759,0.5405633635106922,0.7429414958036178,0.4898805252523579,0.8885742909282766,0.48932104549885536,0.8186891022447749,0.4020858705938657,0.8737486384227576,0.6092741856065871
S0095,0.5911837770301764,0.8379168092658695,0.8454756502388376,0.5504175559115352,0.6722553445280631,0.6338846428507465,0.6308229855232642,0.7412705584610382,0.5083791842308553,0.8659736864732496,0.5977694664934201
S0096,0.43047275778018224,0.7403140103869701,0.6893929998850356,0.8719197397486627,0.26424805642300175,0.6015712939333961,0.7307355846224243,0.3825950127533967,1.0,0.7386613924516273,0.5095469083450545
S0097,0.6944180415596864,0.7594362228379309,0.7938672864137697,0.8362586996088277,0.5571883615750663,0.7744815354702929,0.4484991513374209,1.0,0.7307005699563087,0.5684562295526187,0.6061275587964807
S0098,0.6891582908269834,0.5102159178561471,0.5499399873743782,0.7675316454517832,0.34381894383667966,0.49295484560017566,0.6331210630521109,0.6304382071744051,0.732514733637568,0.5724568498539137,0.49566268423862025
S0099,0.6507670184963692,0.8599593209642977,0.48247377275775094,0.660572412970484,0.4262095159840131,0.5426390346793627,0.6549564427294225,0.5083773966766553,0.5871092637984728,0.7328675146102983,0.5574973949486843
S0100,0.614811929993728,0.7915786171077591,0.8145045521235039,0.7669785927942698,0.463010213769172,0.659530117694807,0.5122902824572604,0.4289369207823975,0.5332970545154294,0.6600154758593961,0.5902774407068794
S0101,0.43769438869243793,0.8697612131831582,0.7526973336536523,0.5739661148018977,0.17996006493955152,0.7940276587992873,0.5318215542638,0.6069972958510489,0.020783542333916716,0.6790688481430069,0.6378532838106038
S0102,0.5869032015851962,0.4024493546167573,0.5737127823899485,0.8083333488531068,0.30980933229232177,0.7202359063236303,0.6545916273149321,0.620888969141506,0.36420393070737356,0.8426355786072004,0.5467657755793889
S0103,0.5985928225209846,1.0,0.5782471686215427,0.9274221341485882,0.6931931206343651,0.6847655199522236,0.44998684725610655,0.6553968292809497,0.4038851173595051,0.8079815180907068,0.6239635581700953
S0104,0.5296584096167571,0.7332492446213792,0.8575608698180677,0.840591583996878,0.6095144139452632,0.6609364829330423,0.6724885572874089,0.595330576566406,0.1250215871904934,0.8853771216597135,0.6363264572392537
S0105,0.6258071432500987,0.882981938008502,0.533482334998574,0.5705596295288886,0.4387248760810977,0.7060330197737485,0.48569684395112,0.7349837965172641,0.2685168419569133,0.6011252131947291,0.5911521701333659
S0106,0.7106076285221807,0.6252112887449363,0.9299742134558349,0.7342125975909655,0.49376222253232077,0.6782314067180957,0.7794280539549825,0.5818555251005131,0.10383270581547316,0.6788170117575946,0.6596210846225686
S0107,0.9329278851815795,0.8235328686075084,0.5739130971492983,0.4860287684362029,0.39703634898543766,0.505803881531229,0.970674161808245,0.3497553824139294,0.4923352328605255,0.8110778034552135,0.6414008739580682
S0108,0.6761866719247759,0.6235901324191613,0.7893748695851736,0.7658585466763514,0.6941850094490367,0.6564510910286412,0.49088647974472704,0.6175957756525539,0.6637531941697632,0.773769400921547,0.5514091211734403
S0109,0.6886325586084147,0.6751477247165034,0.653993413395142,0.7475905119293809,0.4139365359970505,0.49968358775151467,0.7001311793562012,0.2848783519940083,0.7213549037248658,0.9038856459105146,0.5561240037591355
S0110,0.6388331126350749,0.9796837624640143,0.784446240351528,0.39952754907017546,0.4917315765842727,0.6613515560061154,0.5109887142676971,0.6930655946337084,0.5829568924158482,0.7704644047084883,0.6091801862278371
S0111,0.3621843177051438,0.7271181119083984,0.623824039704013,0.5057324234131455,0.6562854259455717,0.5827092881916462,0.7761431260696684,0.49310496545760474,0.3073207317602862,0.9417730924926663,0.4996665769790913
S0112,0.6460229186826175,0.7760919447815667,0.6772089931498788,0.637529165488435,0.31007313272773684,1.0,0.4302112386372178,0.66450405323737,0.11358696829600806,0.7848021362067769,0.6729083522603255
S0113,0.659034531491154,0.8544081276826505,0.7057286845554009,0.6348710379288761,0.7305820532094409,0.6444147862747603,0.6920880137641569,0.8371112472286907,0.1486262601196996,0.8474600937106391,0.6427132846007846
S0114,1.0,0.8094818265567125,0.5596937561905937,0.4985784596871793,0.17451694624619218,0.4534064607233776,0.4890516549665971,0.4976876957098,0.2462034845491003,0.6811782063858651,0.6664316658738644
S0115,0.6211458552828316,0.7680502686172291,0.8037154083588176,0.7383468094028276,0.7433355836003037,0.6312147705052306,0.5889523116352446,0.7991884387768177,0.32222806039286506,0.7217144654260786,0.6014321064526763
S0116,0.6952321013500419,0.793795320295947,0.628150100693978,0.7177210413410768,0.3829183948886446,0.7227102243893043,0.46534620872790394,0.574991564997077,0.46805030040168266,0.829313328460737,0.6206840830771246
S0117,0.6447932345442136,1.0,0.6679960118523973,0.6508596302032221,0.4063142253914493,0.8842709524613533,0.743352570634363,0.9029792203098378,0.29716715637460633,0.9135573804711665,0.7182349580980917
S0118,0.4746982943570702,0.7430857443559697,0.5607910875548082,0.5666312749762457,0.1097981691870703,0.5674766640085794,0.49445294683406193,0.585227108020268,0.5677951787336523,0.8075084339172903,0.5317966908345384
S0119,0.8214234221772531,0.7741318856057962,0.34127328776865645,0.8373060689624846,0.3681369508720153,0.4284600836366904,0.7027946388997741,0.5139260521739963,0.45354529944010546,0.7100193873678456,0.5876195893499494
S0120,0.7627899549030162,0.8760785275209134,0.6732561132359763,0.9283110669632444,0.2628348244151608,0.7643571816003374,0.5683852957606501,0.7430857675592932,0.5021091423482051,0.885280203543401,0.7137756129156919
S0121,0.768654792056457,0.8826631119549581,1.0,0.6074657774230194,0.34062365783277493,0.45671618117404883,0.6028291442301705,0.5746315405564546,0.728050110534241,0.45696256124641427,0.622816429792084
S0122,0.5135918817807892,0.8924436366672456,0.8098446003057234,0.5881749624267769,0.4252840261580017,0.5889382381889521,0.6421633861100193,0.5137825728806488,0.26395365315992597,0.5493318598191752,0.589881423885736
S0123,0.8604191466404149,0.8266476266435021,0.6973035468371847,0.7536811498117995,0.622402490605123,0.6139331320284609,0.5057262992511727,0.5683240223944314,0.5837409156584736,0.8017961068402066,0.6350590583383492
S0124,0.4397223405811579,0.612839410472342,0.6631952839108425,0.6262955930379521,0.4873686032521126,0.6402513165379848,0.651555067031133,0.6333090201725498,0.49720535430478535,0.721693002750375,0.4965875596635097
S0125,0.7380285640700406,0.9460117838761315,0.7031452249936865,0.659090419900515,0.5053817976122005,0.746483023990407,0.8495501846531617,0.8413270196867281,0.43330274380606093,0.7926616381348998,0.68968019581954
S0126,0.9785683438714967,0.6124385528377574,0.7765966761245293,0.7909479727587008,0.2528065100077988,0.5542912004799058,0.5032857821250929,0.3498868381810635,0.6770512641731921,0.727728902691833,0.6405889591443579
S0127,0.5014195512303967,0.786316255828684,0.5346862058567616,0.39359658687390614,0.2914642638715086,0.6116779046966535,0.7957715214910768,0.6434620988425631,0.6758028309114015,0.7885134833524647,0.5174348388825437
S0128,0.5650553405595843,0.659486897997677,0.8560050372536421,0.8777453487279004,0.7737705033032362,0.6480021505870857,0.8447146450231676,0.7337355391981064,0.31070184080231433,0.6222716614808171,0.5868391612075669
S0129,0.6649477047631462,0.7423033984088409,0.8001533841617742,0.6909020786494012,0.31766381374261565,0.6709437140526303,0.4975767516457934,0.6690172862487694,0.4635678832284152,0.7884583303295629,0.6299575579976056
S0130,0.5744786518825702,0.7894514892364176,0.8005460015991108,0.618276028315673,0.7481174853703132,0.6636958044591093,0.4017418092364172,0.8364797754150302,0.5562423365168131,0.8393297433849101,0.5651971157176217
S0131,0.4174004853400801,0.7885628658540328,0.7613866034333617,0.6666148768667827,0.40624898420144406,0.7110408085311613,0.6652941350257647,0.6288482005362214,0.4453986503954831,0.8664660724717479,0.5802252141262065
S0132,0.6602844462209041,0.8006304905082342,0.7027463320771585,0.6743644032530779,0.4504118285058307,0.7681375313498433,0.537888871584969,0.6123172836721082,0.6170042664575597,0.9616265153578439,0.6217907027310379
S0133,0.4906544429410843,0.9436453522870376,0.7942005730353547,0.42031980448326123,0.6426657288413874,0.7049687761911355,0.9002904828744503,0.7288494320520015,0.5562384035820551,0.7492918132202864,0.5795473890414284
S0134,0.7210388645952772,0.8044241161816775,0.7828539787237929,0.9042407341179854,0.6789406359489581,0.7135019732912906,0.6252211310749748,0.6548970722427024,0.8665122480712025,0.7528693304216615,0.6050944617406853
S0135,0.5120863648649295,0.7207012037651221,0.6504343004682567,0.6861988448405928,0.43005373914976425,0.42848875665549313,0.49967008879472313,0.5814386892579294,0.19394417281404247,0.5372193042991382,0.5265733153252697
S0136,0.882490160752631,0.8656904601946028,0.6196957517944338,0.7464503195671063,0.380116250366123,0.6570318778831953,0.4479260733482433,0.717421605937957,0.4755128020505205,0.656230631863389,0.6653907566502583
